5.000000000000000000e-01;5.000000000000000000e-01;0.000000000000000000e+00;-1.040246430156837512e-05;-1.754026839912424347e-05
7.500000000000000000e-01;2.500000000000000000e-01;0.000000000000000000e+00;-6.276310662317588691e-05;-5.064901837011382625e-06
2.500000000000000000e-01;7.500000000000000000e-01;0.000000000000000000e+00;2.002726524676371660e-04;7.286419179188947080e-05
7.500000000000000000e-01;7.500000000000000000e-01;0.000000000000000000e+00;-2.476587552904295641e-05;-6.070014384001511267e-05
5.000000000000000000e-01;2.500000000000000000e-01;0.000000000000000000e+00;5.433229211662895548e-05;-1.511209089575879928e-04
8.750000000000000000e-01;3.750000000000000000e-01;0.000000000000000000e+00;-1.250069093641373308e-01;1.250363419789157216e-01
8.750000000000000000e-01;1.250000000000000000e-01;0.000000000000000000e+00;1.251192026792847245e-01;1.249349636670179786e-01
8.750000000000000000e-01;2.500000000000000000e-01;0.000000000000000000e+00;-1.626340393610443735e-05;2.499920347723932068e-01
9.375000000000000000e-01;4.375000000000000000e-01;0.000000000000000000e+00;-2.587303531404171533e-02;2.589143838564948036e-02
9.375000000000000000e-01;3.750000000000000000e-01;0.000000000000000000e+00;-3.663639277793510202e-02;8.837032337773674529e-02
9.687500000000000000e-01;4.687500000000000000e-01;0.000000000000000000e+00;-3.630721705249004977e-03;3.714853486268995288e-03
8.689419104900496515e-01;5.373080895099504595e-01;0.000000000000000000e+00;6.074149667472082681e-02;1.345552788777036428e-02
9.124835126521667616e-01;4.937664873478332384e-01;0.000000000000000000e+00;-5.304222661004762140e-03;2.921049325668835864e-04
9.358078450347163679e-01;4.704421549652836876e-01;0.000000000000000000e+00;-1.398653818911029141e-02;6.117593550856297371e-03
9.550434902001846416e-01;5.137065097998153584e-01;0.000000000000000000e+00;3.300788538326219351e-03;9.090123456177346848e-04
9.162636337310272605e-01;5.410882105888108473e-01;0.000000000000000000e+00;3.115348028211133852e-02;1.412268856470419963e-02
8.942132083905894868e-01;5.190377852483730736e-01;0.000000000000000000e+00;2.249319971416413599e-02;3.485327066042962201e-03
8.323599383514748151e-01;4.600956275169612586e-01;0.000000000000000000e+00;-9.078647765477361464e-02;1.321067618985524023e-02
8.701293886355796481e-01;4.823859292161014611e-01;0.000000000000000000e+00;-2.906200793928145204e-02;2.954884631670096073e-03
8.985311981463879327e-01;4.520128098039650766e-01;0.000000000000000000e+00;-5.024710281185974098e-02;2.106019266241003843e-02
8.289780392538226295e-01;5.089701087527954693e-01;0.000000000000000000e+00;2.174664802016621976e-02;6.406450097508236460e-04
9.043737507903263362e-01;4.081262492096736638e-01;0.000000000000000000e+00;-7.302720846416652090e-02;6.944609655357915357e-02
9.567354451528111703e-01;5.572549797190990972e-01;0.000000000000000000e+00;1.177850078926226743e-02;1.601979723177104908e-02
9.497951890346423287e-01;6.093750000000000000e-01;0.000000000000000000e+00;2.353396959429215549e-02;5.934934009191179805e-02
9.243962883038766565e-01;5.794708153445643495e-01;0.000000000000000000e+00;4.405743414884356196e-02;4.655065736945036836e-02
8.565380857549995675e-01;6.628439615497987436e-01;0.000000000000000000e+00;1.366412997346226066e-01;1.773713588981407074e-01
8.982045213149825180e-01;6.274548789586272823e-01;0.000000000000000000e+00;8.901852004486873748e-02;1.233963305648306252e-01
9.205243658760231540e-01;6.084976820691629928e-01;0.000000000000000000e+00;5.594514466017820598e-02;8.356458400128925768e-02
8.585536313379545925e-01;5.096095659236917763e-01;0.000000000000000000e+00;1.814431838133577155e-02;8.644202690417320022e-04
6.990080342865327978e-01;4.754225092724375656e-01;0.000000000000000000e+00;-6.849637586619801433e-02;-3.530098812543085510e-03
8.616238603511022776e-01;4.247672052516477392e-01;0.000000000000000000e+00;-1.184330820662437556e-01;5.113919404965337756e-02
9.062500000000000000e-01;3.768762492096736638e-01;0.000000000000000000e+00;-7.714998337229579672e-02;1.127576109437021940e-01
8.944338233968961438e-01;3.125000000000000000e-01;0.000000000000000000e+00;-6.701417043571085419e-02;2.071139862024542755e-01
9.197844885563133399e-01;3.411194649734919926e-01;0.000000000000000000e+00;-5.309606532955044034e-02;1.493993054016544419e-01
8.871355329078208785e-01;3.445020489191509827e-01;0.000000000000000000e+00;-9.821516271548748345e-02;1.698005464964469635e-01
7.989105905912160521e-01;3.270596115626144273e-01;0.000000000000000000e+00;-1.872070959636023546e-01;1.128534960643088891e-01
8.464607772343645253e-01;3.183926496700186792e-01;0.000000000000000000e+00;-1.279333522996344563e-01;1.935017830841820607e-01
9.643754785361484672e-01;3.393754785361484672e-01;0.000000000000000000e+00;-1.104338998862415024e-02;7.747797552551483058e-02
9.356237507903263362e-01;4.062500000000000000e-01;0.000000000000000000e+00;-3.579086617986675101e-02;5.581015445128877095e-02
7.988790638167875269e-01;5.937661172648213137e-01;0.000000000000000000e+00;2.100162068452725017e-01;4.446063810271744243e-02
7.671063772577505491e-01;4.801346150344342201e-01;0.000000000000000000e+00;-6.086976485449663993e-02;7.133324586198581344e-04
8.151733873052133816e-01;3.856013344820035105e-01;0.000000000000000000e+00;-2.084695897196721381e-01;7.922251695464892218e-02
8.120979047631156078e-01;2.646376238313073448e-01;0.000000000000000000e+00;-3.915194602656414669e-02;1.744749049561085397e-01
8.669263663868175263e-01;2.867818130515312758e-01;0.000000000000000000e+00;-6.141878086638866141e-02;2.356517431684306274e-01
8.344683176707032857e-01;2.881980860962747304e-01;0.000000000000000000e+00;-8.593722410228069042e-02;2.058789017333026994e-01
9.484748828372363549e-01;2.812500000000000000e-01;0.000000000000000000e+00;-9.642183031654630657e-03;1.450784946305082312e-01
9.280422463044011305e-01;3.082675352743481367e-01;0.000000000000000000e+00;-3.194223330165631841e-02;1.713854003037454943e-01
9.067079531923438740e-01;2.744120797327010419e-01;0.000000000000000000e+00;-2.312360063332849491e-02;2.250756440950608117e-01
9.390799959973408217e-01;2.076572721768069896e-01;0.000000000000000000e+00;1.774140964032587878e-02;1.612657945609059784e-01
9.328269717903913127e-01;2.458515786194346298e-01;0.000000000000000000e+00;2.195617088331262411e-03;1.867836758066991898e-01
9.019958596627413172e-01;2.211950144255279416e-01;0.000000000000000000e+00;2.949537537555337388e-02;2.282507421790666846e-01
9.661444998369828063e-01;2.522813275780746989e-01;0.000000000000000000e+00;-2.691324151004292876e-04;1.031968616964612645e-01
8.371771710653930221e-01;1.875000000000000000e-01;0.000000000000000000e+00;1.287305969102894021e-01;1.898637458022099100e-01
9.038753296406228932e-01;1.687820431556342760e-01;0.000000000000000000e+00;6.873685214876204541e-02;1.780570713453266674e-01
8.648584850903683341e-01;2.134427614281039221e-01;0.000000000000000000e+00;6.248157292275795249e-02;2.351376852690204577e-01
8.395532504151139719e-01;2.401481270744509067e-01;0.000000000000000000e+00;2.220238770929160166e-02;2.247995006144905827e-01
8.708533497069651519e-01;1.793065827959296199e-01;0.000000000000000000e+00;1.021466482838394307e-01;2.036060806042570004e-01
9.687500000000000000e-01;3.706254785361484672e-01;0.000000000000000000e+00;-9.439527581809329521e-03;5.056059997055473154e-02
8.259238787311863339e-01;5.556259438308431831e-01;0.000000000000000000e+00;1.270146373371681126e-01;2.396088632395404136e-02
8.035852459095674805e-01;4.826587922708465150e-01;0.000000000000000000e+00;-4.814182900750587496e-02;1.805575538505377244e-03
8.277616170332022794e-01;3.505745935788602274e-01;0.000000000000000000e+00;-1.859274074973591151e-01;1.349927569788013648e-01
